ticker,date,MOM
AAPL,2019-02-15,0.008769756636455689
AAPL,2019-03-15,0.006152300351031748
AAPL,2019-04-18,0.00041260182169684925
AAPL,2019-05-17,0.009446313968236263
AAPL,2019-06-21,0.011580105613983462
AAPL,2019-07-19,0.003887378940232096
AAPL,2019-08-16,0.007858949980758746
AAPL,2019-09-20,0.000526895289377206
AAPL,2019-10-18,0.00406543434661571
AAPL,2019-11-15,0.006252375398290539
AAPL,2019-12-20,0.022500803522508436
AAPL,2020-01-17,0.04949592798383344
AAPL,2020-02-21,0.05607403511384575
AAPL,2020-03-20,0.05879416870685807
AAPL,2020-04-17,0.05337132538002369
AAPL,2020-05-15,0.02233780644817518
AAPL,2020-06-19,0.04374322192803874
AAPL,2020-07-17,0.046502782581452635
AAPL,2020-08-21,0.05606779332944663
AAPL,2020-09-18,0.06668134782281467
AAPL,2020-10-16,0.07850778828996083
AAPL,2020-11-20,0.0665171041574731
AAPL,2020-12-18,0.06448939683603606
AAPL,2021-01-15,0.05691460910774455
AAPL,2021-02-19,0.053188934211028556
AAPL,2021-03-19,0.0518780704432478
AAPL,2021-04-16,0.07387669185069601
AAPL,2021-05-21,0.051877755005241416
AAPL,2021-06-18,0.05516883953313087
AAPL,2021-07-16,0.03791826719624735
AAPL,2021-08-20,0.03223655249847006
AAPL,2021-09-17,0.023261907349029966
AAPL,2021-10-15,0.028271117766809017
AAPL,2021-11-19,0.021022433466680555
AAPL,2021-12-17,0.01950811589820155
AAPL,2022-01-21,0.020722241922435394
AAPL,2022-02-18,0.02886035029494194
AAPL,2022-03-18,0.024206165185820902
AAPL,2022-04-14,0.0330549942429607
AAPL,2022-05-20,0.018071785998548296
AAPL,2022-06-17,0.028466905669969636
AAPL,2022-07-15,0.007635542403359699
AAPL,2022-08-19,0.008702369949184597
AAPL,2022-09-16,0.005255650351799908
AAPL,2022-10-21,0.019684509171163177
AAPL,2022-11-18,0.011388275699905142
AAPL,2022-12-16,0.0028921935516380863
AAPL,2023-01-20,0.006531430645216663
AAPL,2023-02-17,0.011018431414422684
AAPL,2023-03-17,0.014252500177812343
AAPL,2023-04-06,0.0025866354416164343
AAPL,2023-04-21,0.0016830675118275024
AAPL,2023-05-19,0.02056322230951988
AAPL,2023-06-16,0.02699266930530666
AAPL,2023-07-21,0.018706761364559246
AAPL,2023-08-18,0.008674620301900299
AAPL,2023-09-15,0.023523908095613687
AAPL,2023-10-20,0.019876906763065083
AAPL,2023-11-17,0.016138788005292982
AAPL,2023-12-15,0.024570959397501868
AAPL,2024-01-19,0.03277332724859912
AAPL,2024-02-16,0.024405882568812334
AAPL,2024-03-15,0.018790019088516227
AAPL,2024-03-28,0.011877157659148792
AAPL,2024-04-19,0.004903115986978548
AAPL,2024-05-17,0.0004837338156164444
AAPL,2024-06-21,0.008497048452518662
AAPL,2024-07-19,0.0004317431616071919
AAPL,2024-08-16,0.018937335659923667
AAPL,2024-09-20,0.024314878013169016
AAPL,2024-10-18,0.024678702798053117
AAPL,2024-11-15,0.018974367363351532
AAPL,2024-12-20,0.01625193098022544
AAPL,2025-01-17,0.019063158509901843
AAPL,2025-02-21,0.0299542177973349
AAPL,2025-03-21,0.02748824372887162
AAPL,2025-04-17,0.034322949829189556
AAPL,2025-05-16,0.025877954733920516
AAPL,2025-06-20,0.005049358966401705
AAPL,2025-07-03,0.0035879535732077864
AAPL,2025-07-18,0.00909176724787057
AAPL,2025-08-15,0.0019762393363760896
AMD,2019-02-15,0.05722235368659457
AMD,2019-03-15,0.07096930387942676
AMD,2019-04-18,0.08934269452046066
AMD,2019-05-17,0.09883347588887226
AMD,2019-06-21,0.09306925836014114
AMD,2019-07-19,0.07046609963752629
AMD,2019-08-16,0.07438386634489093
AMD,2019-09-20,0.06918759801742898
AMD,2019-10-18,0.004283430633599261
AMD,2019-11-15,0.019478351793973312
AMD,2019-12-20,0.03954874233443605
AMD,2020-01-17,0.07561492939646064
AMD,2020-02-21,0.07452914379866547
AMD,2020-03-20,0.07633039255647121
AMD,2020-04-17,0.09124818094235171
AMD,2020-05-15,0.044944352375484595
AMD,2020-06-19,0.08233252329645994
AMD,2020-07-17,0.07194636760821853
AMD,2020-08-21,0.062104942976491224
AMD,2020-09-18,0.07275887673986438
AMD,2020-10-16,0.11695930133769111
AMD,2020-11-20,0.10757657937694698
AMD,2020-12-18,0.09434220059506776
AMD,2021-01-15,0.08635782930251021
AMD,2021-02-19,0.0836365537179345
AMD,2021-03-19,0.06425770584560006
AMD,2021-04-16,0.08980461686789762
AMD,2021-05-21,0.0399075132498385
AMD,2021-06-18,0.04949302588190287
AMD,2021-07-16,0.04485582592693986
AMD,2021-08-20,0.05094538045833762
AMD,2021-09-17,0.007393220653082738
AMD,2021-10-15,0.03176246842857495
AMD,2021-11-19,0.026157386433581866
AMD,2021-12-17,0.028460150567349587
AMD,2022-01-21,0.05138096090896404
AMD,2022-02-18,0.047454626855329
AMD,2022-03-18,0.038624130037266766
AMD,2022-04-14,0.04231313846947154
AMD,2022-05-20,0.036072462477212304
AMD,2022-06-17,0.030139017958307767
AMD,2022-07-15,0.02157386420720135
AMD,2022-08-19,0.005277174565857342
AMD,2022-09-16,0.01608295140201971
AMD,2022-10-21,0.006968116005701746
AMD,2022-11-18,0.019493650686376762
AMD,2022-12-16,0.07682488350563808
AMD,2023-01-20,0.041836293218880834
AMD,2023-02-17,0.03991928371041154
AMD,2023-03-17,0.03120659779129749
AMD,2023-04-06,0.014048200479726132
AMD,2023-04-21,0.016060251583041394
AMD,2023-05-19,0.013253474520218623
AMD,2023-06-16,0.024595913765442477
AMD,2023-07-21,0.04639644802999769
AMD,2023-08-18,0.034874065306277145
AMD,2023-09-15,0.04616075847006942
AMD,2023-10-20,0.06377115583514653
AMD,2023-11-17,0.04029463292498783
AMD,2023-12-15,0.04575459216455092
AMD,2024-01-19,0.059616272141306534
AMD,2024-02-16,0.05679268393099632
AMD,2024-03-15,0.054290360568862675
AMD,2024-03-28,0.06596663441334226
AMD,2024-04-19,0.07367030769174134
AMD,2024-05-17,0.05206194325118021
AMD,2024-06-21,0.0259170390984705
AMD,2024-07-19,0.04057382492801354
AMD,2024-08-16,0.044895006438060325
AMD,2024-09-20,0.03961154202461812
AMD,2024-10-18,0.038309720988992255
AMD,2024-11-15,0.028622341537036636
AMD,2024-12-20,0.014553460490220348
AMD,2025-01-17,0.011827641883508459
AMD,2025-02-21,0.03277124712132431
AMD,2025-03-21,0.03840509156547342
AMD,2025-04-17,0.03805221216822351
AMD,2025-05-16,0.031242878574890144
AMD,2025-06-20,0.05165724539030208
AMD,2025-07-03,0.023695621709397388
AMD,2025-07-18,0.010989546375016802
AMD,2025-08-15,0.002329097921598633
AMZN,2019-02-15,0.013880938239650904
AMZN,2019-03-15,0.01650298262219576
AMZN,2019-04-18,0.00521626027455312
